path,kind,owner,status,purpose,allowed_workflows,allowed_stage_patterns
scripts/validate_daily_pdf_role_manifest_contract.py,python,daily_production,active,Daily PDF role/runtime manifest contract validator,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_model_maintenance_pr_validation.yml,
scripts/validate_daily_pdf_shared_path_isolation.py,python,daily_production,active,Daily PDF shared path and model operation renderer isolation validator,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/daily_pdf_replay_pr_validation.yml,
scripts/validate_daily_pdf_completion_hard_gate.py,python,daily_production,active,Daily PDF completion hard gate validator,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/daily_pdf_replay_pr_validation.yml,
scripts/validate_daily_model_background_data_cleanup_audit.py,python,research_backtest,active,research/backtest daily model background data cleanup audit validator,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_daily_model_background_data_registry.py,python,repo_infrastructure,active,daily model background data registry validator,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/research_backtest_pipeline.yml,
scripts/validate_daily_model_research_parity.py,python,research_backtest,active,research/backtest script: validate_daily_model_research_parity,.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/research_backtest_pipeline.yml;.github/workflows/signal_performance_tracker.yml,
scripts/validate_daily_model_revenue_condition_matrix.py,python,research_backtest,active,research/backtest model-specific revenue condition matrix validator,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_revenue_unreacted_range_operation_candidate_matrix.py,python,research_backtest,active,research/backtest revenue_unreacted_range operation candidate matrix validator,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_revenue_unreacted_range_feature_contrast_audit.py,python,research_backtest,active,research/backtest revenue_unreacted_range high-return versus failure feature contrast validator,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_revenue_unreacted_range_close_confirmation_timing_audit.py,python,research_backtest,active,research/backtest revenue_unreacted_range close-confirmed timing audit validator,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_revenue_unreacted_range_fixed_confirmation_feature_contrast.py,python,research_backtest,active,research/backtest revenue_unreacted_range fixed-confirmation feature contrast validator,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_price_pullback_promotion_matrix.py,python,research_backtest,active,research/backtest price_pullback_23ema promotion matrix validator,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_daily_model_signal_background_features.py,python,research_backtest,active,research/backtest shared daily model signal background feature panel validator,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_monthly_revenue_point_in_time_panel.py,python,research_backtest,active,research/backtest monthly revenue point-in-time panel validator,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_price_pullback_daily_row_parity.py,python,research_backtest,active,research/backtest script: validate price_pullback_23ema daily row parity audit,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_research_against_stock_model_contract.py,python,research_backtest,active,research/backtest stock model contract parity monitor,.github/workflows/daily_model_maintenance_pr_validation.yml,
scripts/validate_daily_production_boundaries.py,python,repo_infrastructure,active,daily production boundary gate,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_full_validation_replay_20260807.yml;.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/daily_pdf_replay_pr_validation.yml;.github/workflows/event_catalyst_update.yml;.github/workflows/historical_structured_source_replay.yml;.github/workflows/repair_recent_daily_price_gaps.yml;.github/workflows/tdcc_weekly_pr_validation.yml,
scripts/validate_daily_publish_freshness_gate.py,python,repo_infrastructure,active,validator: validate_daily_publish_freshness_gate,,
scripts/validate_daily_published_model_snapshots.py,python,daily_production,active,daily production model snapshot history validator,.github/workflows/daily_full_pipeline.yml;.github/workflows/diagnose_stock_selection.yml;.github/workflows/research_backtest_pipeline.yml;.github/workflows/warrant_flow.yml;.github/workflows/weekly_theme_review.yml,
scripts/validate_daily_published_model_snapshots_pr_safe.py,python,daily_production,active,PR-safe inherited historical-replay readiness classifier that preserves strict publish validation,.github/workflows/daily_model_maintenance_pr_validation.yml,
scripts/validate_daily_published_snapshot_ranking_backtest.py,python,research_backtest,active,published daily snapshot ranking backtest validator,.github/workflows/research_backtest_pipeline.yml;.github/workflows/signal_performance_tracker.yml,
scripts/validate_daily_report_source_preflight.py,python,repo_infrastructure,active,validator: validate_daily_report_source_preflight,,
scripts/validate_daily_signal_performance.py,python,research_backtest,active,research/backtest script: validate_daily_signal_performance,.github/workflows/research_backtest_pipeline.yml;.github/workflows/signal_performance_tracker.yml,
scripts/validate_daily_staged_paths.py,python,repo_infrastructure,active,daily pipeline staged-path gate,,
scripts/validate_daily_theme_leadership_layer.py,python,repo_infrastructure,active,validator: validate_daily_theme_leadership_layer,,
scripts/validate_daily_volume_breakout_operation_section.py,python,repo_infrastructure,active,validator: validate_daily_volume_breakout_operation_section,,
scripts/validate_daily_legacy_volume_range_breakout_removed.py,python,daily_production,active,validator: prevent legacy volume_range_breakout v1 formal runtime/PDF/packet consumption,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_model_maintenance_pr_validation.yml,
scripts/validate_daily_legacy_mature_model_paths_removed.py,python,daily_production,active,validator: prevent legacy mature model aliases and deprecated executable paths in formal runtime/PDF/packet consumption,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_model_maintenance_pr_validation.yml,
scripts/validate_daily_operation_adapter_protected_fields.py,python,repo_infrastructure,active,canonical mature-model operation adapter protected-field and lifecycle-state gate,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_model_maintenance_pr_validation.yml,
scripts/validate_daily_price_pullback_23ema_operation_section.py,python,daily_production,active,validator: validate_daily_price_pullback_23ema_operation_section,.github/workflows/daily_full_pipeline.yml;.github/workflows/research_backtest_pipeline.yml,
scripts/validate_daily_w_bottom_operation_sections.py,python,daily_production,active,validator: validate_daily_w_bottom_operation_sections,.github/workflows/daily_full_pipeline.yml;.github/workflows/research_backtest_pipeline.yml,
scripts/validate_data_freshness_latest.py,python,repo_infrastructure,active,validator: validate_data_freshness_latest,,
scripts/validate_warrant_source_status.py,python,repo_infrastructure,active,validator: validate_warrant_source_status,.github/workflows/daily_full_pipeline.yml;.github/workflows/warrant_flow.yml,
scripts/validate_event_calendar_data.py,python,catalyst_event,active,catalyst/event data script: validate_event_calendar_data,.github/workflows/daily_full_pipeline.yml;.github/workflows/event_catalyst_update.yml;.github/workflows/weekly_theme_review.yml,
scripts/validate_historical_pattern_operation_registry.py,python,research_backtest,active,research/backtest script: validate_historical_pattern_operation_registry,.github/workflows/research_backtest_pipeline.yml;.github/workflows/signal_performance_tracker.yml,
scripts/validate_volume_breakout_buy_signal_grid.py,python,research_backtest,active,research/backtest script: validate_volume_breakout_buy_signal_grid,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_volume_breakout_tdcc_buy_signal_grid.py,python,research_backtest,active,research/backtest script: validate_volume_breakout_tdcc_buy_signal_grid,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_individual_pdf_contract_consumers.py,python,individual_stock,active,Individual PDF model/catalyst contract consumer validator,.github/workflows/individual_stock_data_refresh.yml;.github/workflows/individual_stock_pr_validation.yml;.github/workflows/individual_stock_report.yml,
scripts/validate_individual_stock_outputs.py,python,individual_stock,active,fail-closed validator for all individual stock packets and official TDCC freshness,.github/workflows/individual_stock_data_refresh.yml;.github/workflows/individual_stock_report.yml,
scripts/validate_market_regime_dashboard.py,python,market_risk,active,market risk/context script: validate_market_regime_dashboard,.github/workflows/daily_full_pipeline.yml;.github/workflows/research_backtest_pipeline.yml,
scripts/validate_market_sentiment_context.py,python,market_risk,active,market risk/context script: validate_market_sentiment_context,.github/workflows/daily_full_pipeline.yml;.github/workflows/research_backtest_pipeline.yml,
scripts/validate_model_operation_readiness.py,python,research_backtest,active,research operation readiness validator,.github/workflows/research_backtest_pipeline.yml;.github/workflows/signal_performance_tracker.yml,
scripts/validate_monthly_revenue_history.py,python,daily_production,active,full-market monthly revenue history data layer validator,.github/workflows/daily_full_pipeline.yml,
scripts/validate_monthly_revenue_coverage_backfill_audit.py,python,daily_production,active,monthly revenue coverage and validated backfill requirement audit validator,.github/workflows/daily_full_pipeline.yml,
scripts/validate_no_conflict_markers.py,python,repo_infrastructure,active,merge-conflict marker gate,.github/workflows/daily_full_pipeline.yml;.github/workflows/event_catalyst_update.yml;.github/workflows/warrant_flow.yml;.github/workflows/weekly_theme_review.yml,
scripts/validate_pdf_facing_display_text.py,python,repo_infrastructure,active,validator: validate_pdf_facing_display_text,,
scripts/validate_pdf_production_inventory.py,python,repo_infrastructure,active,PDF producer and publisher inventory gate,,
scripts/validate_repo_code_isolation_policy.py,python,repo_infrastructure,active,business-surface code isolation policy gate,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_model_maintenance_pr_validation.yml,
scripts/validate_repo_advanced_integrity.py,python,repo_infrastructure,active,"repo advanced integrity gate for runtime lineage contracts, PDF golden contracts, historical replay, model AST parity, and external source contracts",,
scripts/validate_repo_advanced_integrity_pr_safe.py,python,repo_infrastructure,active,PR-safe inherited historical-replay external-source readiness classifier that preserves strict production validation,.github/workflows/daily_model_maintenance_pr_validation.yml,
scripts/validate_repo_file_lifecycle_inventory.py,python,repo_infrastructure,active,repo-wide file lifecycle and deletion-readiness inventory gate,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_full_validation_replay_20260807.yml;.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/historical_structured_source_replay.yml;.github/workflows/individual_stock_pr_validation.yml;.github/workflows/repair_recent_daily_price_gaps.yml;.github/workflows/repair_tdcc_monthly_history_gaps.yml;.github/workflows/tdcc_weekly_pr_validation.yml,
scripts/validate_repo_hidden_coupling_audit.py,python,repo_infrastructure,active,repo-wide hidden coupling audit registry gate,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_model_maintenance_pr_validation.yml,
scripts/validate_git_worktree_safety.py,python,repo_infrastructure,active,fixed-worktree ref transition and materialization contract validator,.github/workflows/daily_model_maintenance_pr_validation.yml,
scripts/validate_local_daily_full_validation_replay.py,python,repo_infrastructure,active,F-only local validation replay workspace routing contract validator,,
scripts/plan_workspace_cleanup.py,python,repo_infrastructure,active,dry-run workspace cleanup planner for ignored generated outputs,,
scripts/apply_workspace_cleanup.py,python,repo_infrastructure,active,manifest-bound workspace cleanup apply and quarantine tool; not allowed in automatic production workflows,,
scripts/validate_workspace_cleanup_policy.py,python,repo_infrastructure,active,workspace cleanup policy and manifest validator,,
scripts/validate_repo_production_inventory.py,python,repo_infrastructure,active,repo-wide script and workflow ownership inventory gate,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_full_validation_replay_20260807.yml;.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/daily_pdf_replay_pr_validation.yml;.github/workflows/historical_structured_source_replay.yml;.github/workflows/individual_stock_data_refresh.yml;.github/workflows/individual_stock_pr_validation.yml;.github/workflows/individual_stock_report.yml;.github/workflows/repair_recent_daily_price_gaps.yml;.github/workflows/repair_tdcc_monthly_history_gaps.yml;.github/workflows/research_backtest_pipeline.yml;.github/workflows/tdcc_history_backfill.yml;.github/workflows/tdcc_weekly.yml;.github/workflows/tdcc_weekly_pr_validation.yml;.github/workflows/warrant_flow.yml,
scripts/repair_daily_price_range.py,python,official_price_data,active,official price data script: repair_daily_price_range,.github/workflows/historical_structured_source_replay.yml;.github/workflows/repair_daily_price_range.yml;.github/workflows/repair_one_daily_price.yml,
scripts/plan_historical_structured_source_replay.py,python,official_price_data,active,bounded fail-closed planner for structured objective-source catch-up,.github/workflows/repair_recent_daily_price_gaps.yml,
scripts/replay_historical_structured_sources.py,python,official_price_data,active,fail-closed historical structured source replay orchestrator,.github/workflows/historical_structured_source_replay.yml,
scripts/repair_missing_daily_price_files.py,python,official_price_data,active,official price data source recovery gate,.github/workflows/daily_full_pipeline.yml,
scripts/repair_recent_daily_price_gaps.py,python,official_price_data,active,official price data proactive recent gap repair,.github/workflows/repair_recent_daily_price_gaps.yml,
scripts/daily_source_recovery_bundle.py,python,official_price_data,active,immutable date-scoped daily source bundle and durable resume reservation state-machine helper,.github/workflows/daily_full_pipeline.yml;.github/workflows/repair_recent_daily_price_gaps.yml,
scripts/market_session_calendar.py,python,official_price_data,active,official TWSE and DGPA market-session resolver,.github/workflows/daily_full_pipeline.yml;.github/workflows/repair_recent_daily_price_gaps.yml,
scripts/daily_authority_release.py,python,repo_infrastructure,active,atomic monotonic daily authority release publisher,.github/workflows/daily_full_pipeline.yml,
scripts/repair_tdcc_monthly_history_gaps.py,python,tdcc_weekly,active,TDCC monthly history gap repair source integrity entrypoint,.github/workflows/repair_tdcc_monthly_history_gaps.yml,
scripts/repair_tdcc_weekly_history_continuity.py,python,tdcc_weekly,active,TDCC weekly all-market history continuity repair gate,.github/workflows/tdcc_weekly.yml,
scripts/tdcc_weekly_data_readiness.py,python,tdcc_weekly,active,TDCC official report-period readiness gate,.github/workflows/tdcc_weekly.yml,
scripts/validate_daily_price_history_continuity.py,python,official_price_data,active,official price data continuity gate,.github/workflows/daily_full_pipeline.yml;.github/workflows/historical_structured_source_replay.yml;.github/workflows/repair_daily_price_range.yml;.github/workflows/repair_one_daily_price.yml;.github/workflows/repair_recent_daily_price_gaps.yml,
scripts/validate_historical_source_replay_staged_paths.py,python,repo_infrastructure,active,historical structured source replay exact staged path gate,.github/workflows/historical_structured_source_replay.yml,
scripts/validate_historical_structured_source_replay.py,python,official_price_data,active,historical structured source replay artifact and parity gate,.github/workflows/historical_structured_source_replay.yml,
scripts/daily_full_validation_replay_checkpoint.py,python,repo_infrastructure,active,date-locked validation-only checkpoint manifest create verify and restore gate,.github/workflows/daily_full_validation_replay_20260807.yml,
scripts/run_daily_full_validation_replay.py,python,repo_infrastructure,active,isolated runner for exact production step ranges source parity and PDF source gate,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_full_validation_replay_20260807.yml,
scripts/run_local_daily_full_validation_replay.py,python,repo_infrastructure,active,F-only local validation replay workspace materialization runner and evidence contract,,
scripts/validate_daily_full_validation_replay.py,python,repo_infrastructure,active,static fail-closed validation-only replay workflow contract gate,.github/workflows/daily_full_validation_replay_20260807.yml,
scripts/validate_recent_structured_source_repair_workflow.py,python,repo_infrastructure,active,recent price repair and reusable structured-source replay workflow contract gate,.github/workflows/repair_recent_daily_price_gaps.yml,
scripts/validate_recent_daily_price_repair_staged_paths.py,python,repo_infrastructure,active,recent daily-price repair exact staged-path gate,.github/workflows/repair_recent_daily_price_gaps.yml,
scripts/validate_repo_semantic_integrity.py,python,repo_infrastructure,active,"repo semantic integrity gate for import graph, data/date sources, lineage, model parity, orphan code, and semantic assertions",.github/workflows/daily_full_pipeline.yml;.github/workflows/historical_structured_source_replay.yml;.github/workflows/repair_recent_daily_price_gaps.yml;.github/workflows/repair_tdcc_monthly_history_gaps.yml;.github/workflows/tdcc_weekly_pr_validation.yml,
scripts/validate_research_production_boundaries.py,python,repo_infrastructure,active,research versus production boundary gate,,
scripts/validate_stock_model_contract_registry.py,python,repo_infrastructure,active,validator: validate_stock_model_contract_registry,.github/workflows/daily_model_maintenance_pr_validation.yml,
scripts/validate_stock_theme_taxonomy.py,python,repo_infrastructure,active,validator: validate_stock_theme_taxonomy,,
scripts/validate_surge_precondition_model.py,python,research_backtest,active,research/backtest script: validate_surge_precondition_model,.github/workflows/research_backtest_pipeline.yml;.github/workflows/signal_performance_tracker.yml,
scripts/validate_tdcc_chatgpt_tracking_outputs.py,python,tdcc_weekly,active,TDCC ChatGPT tracking output validator,.github/workflows/tdcc_history_backfill.yml;.github/workflows/tdcc_weekly.yml;.github/workflows/test_tdcc_trend.yml;.github/workflows/repair_tdcc_monthly_history_gaps.yml,
scripts/validate_tdcc_report_contract_consumers.py,python,tdcc_weekly,active,TDCC weekly model/catalyst contract consumer validator,.github/workflows/tdcc_weekly.yml,
scripts/validate_tdcc_weekly_candidate_reports.py,python,tdcc_weekly,active,TDCC weekly/holder-flow script: validate_tdcc_weekly_candidate_reports,.github/workflows/tdcc_history_backfill.yml;.github/workflows/tdcc_weekly.yml;.github/workflows/test_tdcc_trend.yml,
scripts/validate_tdcc_weekly_history_continuity.py,python,tdcc_weekly,active,TDCC weekly official-period continuity and derived-field validator,.github/workflows/tdcc_weekly.yml,
scripts/validate_tdcc_weekly_pdf_font_contract.py,python,tdcc_weekly,active,TDCC weekly PDF font/layout contract validator,.github/workflows/tdcc_weekly.yml,
scripts/validate_tdcc_weekly_ranking_backtest.py,python,research_backtest,active,research/backtest script: validate_tdcc_weekly_ranking_backtest,.github/workflows/research_backtest_pipeline.yml;.github/workflows/signal_performance_tracker.yml,
scripts/validate_volume_attack_theme_layer.py,python,repo_infrastructure,active,validator: validate_volume_attack_theme_layer,,
scripts/validate_volume_breakout_confirmed_operation_backtest.py,python,research_backtest,active,research/backtest script: validate_volume_breakout_confirmed_operation_backtest,.github/workflows/research_backtest_pipeline.yml;.github/workflows/signal_performance_tracker.yml,
scripts/validate_volume_breakout_operation_pdf_preview.py,python,research_backtest,active,research/backtest script: validate_volume_breakout_operation_pdf_preview,.github/workflows/research_backtest_pipeline.yml;.github/workflows/signal_performance_tracker.yml,
scripts/validate_volume_breakout_pattern_classification.py,python,research_backtest,active,research/backtest script: validate_volume_breakout_pattern_classification,.github/workflows/research_backtest_pipeline.yml;.github/workflows/signal_performance_tracker.yml,
scripts/validate_volume_breakout_tdcc_confluence_backtest.py,python,research_backtest,active,research/backtest script: validate_volume_breakout_tdcc_confluence_backtest,.github/workflows/research_backtest_pipeline.yml;.github/workflows/signal_performance_tracker.yml,
scripts/validate_volume_breakout_watch.py,python,repo_infrastructure,active,validator: validate_volume_breakout_watch,,
scripts/volume_breakout_operation_utils.py,python,repo_infrastructure,active,shared utility for daily volume breakout operation evidence attribution,,
stock_daily_monitor.py,python,daily_production,active,daily production script: stock_daily_monitor,.github/workflows/daily_full_pipeline.yml;.github/workflows/diagnose_stock_selection.yml;.github/workflows/research_backtest_pipeline.yml,
tdcc_holder_ratio_top10.py,python,tdcc_weekly,active,TDCC weekly/holder-flow script: tdcc_holder_ratio_top10,.github/workflows/tdcc_history_backfill.yml;.github/workflows/tdcc_weekly.yml;.github/workflows/test_tdcc_trend.yml,
tdcc_signal_tracker.py,python,tdcc_weekly,active,TDCC weekly/holder-flow script: tdcc_signal_tracker,.github/workflows/tdcc_history_backfill.yml;.github/workflows/tdcc_weekly.yml;.github/workflows/test_tdcc_trend.yml,
tdcc_trend_utils.py,python,tdcc_weekly,active,TDCC weekly/holder-flow script: tdcc_trend_utils,.github/workflows/tdcc_history_backfill.yml;.github/workflows/tdcc_weekly.yml;.github/workflows/test_tdcc_trend.yml,
tests/conftest.py,test_python,repo_infrastructure,active,pytest shared fixture/configuration surface,,
tests/test_all_candidates_date_capping.py,test_python,daily_production,active,daily production test: test_all_candidates_date_capping,,
tests/test_approved_operation_patterns.py,test_python,research_backtest,active,research/backtest test: test_approved_operation_patterns,,
tests/test_backfill_historical_all_candidates_snapshots.py,test_python,daily_production,active,daily production test: test_backfill_historical_all_candidates_snapshots,,
tests/test_catalyst_pages_sync.py,test_python,catalyst_event,active,catalyst/event test: test_catalyst_pages_sync,,
tests/test_ci_push_with_retry.py,test_python,repo_infrastructure,active,GitHub Actions push helper retry and immutable-base regression tests,,
tests/test_event_catalyst_overlay_contract.py,test_python,catalyst_event,active,catalyst/event test: test_event_catalyst_overlay_contract,,
tests/test_event_catalyst_historical_recovery_manifest.py,test_python,catalyst_event,active,event/catalyst blocked authoritative-history manifest tests,,
tests/test_event_catalyst_source_refresh_scope.py,test_python,catalyst_event,active,event/catalyst source-only staged-path gate tests,,
tests/test_model_surface_registry.py,test_python,repo_infrastructure,active,model surface registry test,,
tests/test_chatgpt_daily_report_entrypoint.py,test_python,daily_production,active,daily production test: test_chatgpt_daily_report_entrypoint,,
tests/test_chatgpt_daily_report_new_conversation_replay.py,test_python,daily_production,active,daily production test: test_chatgpt_daily_report_new_conversation_replay,,
tests/test_chatgpt_side_pdf_contract.py,test_python,daily_production,active,daily production test: test_chatgpt_side_pdf_contract,,
tests/test_chatgpt_side_pdf_independent_layouts.py,test_python,daily_production,active,daily production test: test_chatgpt_side_pdf_independent_layouts,,
tests/test_chatgpt_side_pdf_pagebreaks.py,test_python,daily_production,active,daily production test: test_chatgpt_side_pdf_pagebreaks,,
tests/test_daily_candidate_model_layer.py,test_python,daily_production,active,daily production test: test_daily_candidate_model_layer,,
tests/test_daily_candidate_selection_audit.py,test_python,daily_production,active,daily production test: test_daily_candidate_selection_audit,,
tests/test_daily_model_parameter_recommendations.py,test_python,research_backtest,active,research/backtest test: test_daily_model_parameter_recommendations,,
tests/test_daily_model_parameter_research.py,test_python,research_backtest,active,research/backtest test: test_daily_model_parameter_research,,
tests/test_daily_model_background_data_cleanup_audit.py,test_python,research_backtest,active,research/backtest test: daily model background data cleanup audit,,
tests/test_daily_model_background_data_registry.py,test_python,repo_infrastructure,active,daily model background data registry test,,
tests/test_daily_model_signal_background_features.py,test_python,research_backtest,active,research/backtest test: daily model signal background features,,
tests/test_monthly_revenue_history.py,test_python,daily_production,active,test: full-market monthly revenue history data layer,,
tests/test_monthly_revenue_coverage_backfill_audit.py,test_python,daily_production,active,test: monthly revenue coverage and backfill audit,,
tests/test_monthly_revenue_point_in_time_panel.py,test_python,research_backtest,active,research/backtest test: monthly revenue point-in-time panel,,
tests/test_price_pullback_daily_row_parity.py,test_python,research_backtest,active,research/backtest test: price_pullback_23ema daily row parity audit,,
tests/test_research_weekly_20pct_surge_volume.py,test_python,research_backtest,active,research/backtest test: weekly 20pct surge volume price schema,,
tests/test_daily_pdf_contract_consumers.py,test_python,daily_production,active,daily PDF model/catalyst contract consumer validator test,,
tests/test_daily_pdf_role_manifest_contract.py,test_python,daily_production,active,daily PDF role/runtime manifest contract validator test,,
tests/test_daily_pdf_shared_path_isolation.py,test_python,daily_production,active,daily PDF shared path isolation validator test,,
tests/test_daily_pdf_completion_hard_gate.py,test_python,daily_production,active,daily PDF completion hard gate validator test,,
tests/test_daily_model_maintenance_pr_validation_workflow.py,test_python,daily_production,active,daily model maintenance PR workflow regression test,,
tests/test_daily_production_boundaries.py,test_python,daily_production,active,daily production test: test_daily_production_boundaries,,
tests/test_daily_publish_freshness_gate.py,test_python,daily_production,active,daily production test: test_daily_publish_freshness_gate,,
tests/test_daily_published_model_snapshots.py,test_python,daily_production,active,daily production test: test_daily_published_model_snapshots,,
tests/test_daily_published_model_snapshots_pr_safe.py,test_python,daily_production,active,PR-safe inherited historical-replay readiness and strict-surface regression tests,,
tests/test_daily_published_snapshot_ranking_backtest.py,test_python,research_backtest,active,research/backtest test: test_daily_published_snapshot_ranking_backtest,,
tests/test_daily_report_source_preflight.py,test_python,daily_production,active,daily production test: test_daily_report_source_preflight,,
tests/test_daily_report_source_resolver.py,test_python,daily_production,active,daily production test: test_daily_report_source_resolver,,
tests/test_daily_report_model_summary.py,test_python,daily_production,active,daily production test: test_daily_report_model_summary,,
tests/test_daily_theme_leadership_layer.py,test_python,daily_production,active,daily production test: test_daily_theme_leadership_layer,,
tests/test_daily_volume_breakout_operation_section.py,test_python,daily_production,active,daily production test: test_daily_volume_breakout_operation_section,,
tests/test_daily_legacy_mature_model_paths_removed.py,test_python,daily_production,active,daily production test: test_daily_legacy_mature_model_paths_removed,,
tests/test_daily_operation_adapter_protected_fields.py,test_python,repo_infrastructure,active,repo infrastructure test: test_daily_operation_adapter_protected_fields,,
tests/test_daily_price_pullback_23ema_operation_section.py,test_python,daily_production,active,daily model test: test_daily_price_pullback_23ema_operation_section,,
tests/test_daily_w_bottom_operation_sections.py,test_python,daily_production,active,daily model test: test_daily_w_bottom_operation_sections,,
tests/test_data_freshness_latest.py,test_python,daily_production,active,daily production test: test_data_freshness_latest,,
tests/test_event_catalyst_source_parsers.py,test_python,catalyst_event,active,catalyst/event test: test_event_catalyst_source_parsers,,
tests/test_fundamental_catalyst_layer.py,test_python,catalyst_event,active,catalyst/event test: test_fundamental_catalyst_layer,,
tests/test_fetch_official_daily_price_quality.py,test_python,official_price_data,active,official price data test: test_fetch_official_daily_price_quality,,
tests/test_fetch_futures_options_indicators.py,test_python,market_risk,active,market risk historical-source date and provenance regression tests,,
tests/test_individual_pdf_contract_consumers.py,test_python,individual_stock,active,Individual PDF model/catalyst contract consumer validator test,,
tests/test_individual_tdcc_dataset_consumer.py,test_python,individual_stock,active,individual canonical TDCC date sequence lineage and typhoon-gap regression tests,.github/workflows/individual_stock_pr_validation.yml,
tests/test_individual_stock_outputs.py,test_python,individual_stock,active,individual stock artifact and official TDCC freshness regression tests,.github/workflows/individual_stock_pr_validation.yml,
tests/test_individual_stock_pr_validation_workflow.py,test_python,repo_infrastructure,active,individual-stock PR validation workflow and scope regression tests,.github/workflows/individual_stock_pr_validation.yml,
tests/test_daily_price_history_continuity.py,test_python,official_price_data,active,official price data test: test_daily_price_history_continuity,,
tests/test_market_session_calendar.py,test_python,official_price_data,active,official market-session resolver tests,,
tests/test_daily_authority_release.py,test_python,repo_infrastructure,active,atomic daily authority release and transition tests,,
tests/test_daily_source_recovery_bundle.py,test_python,repo_infrastructure,active,current-day immutable source bundle and recovery state-machine regressions,,
tests/test_historical_pattern_operation_registry.py,test_python,research_backtest,active,research/backtest test: test_historical_pattern_operation_registry,,
tests/test_volume_breakout_buy_signal_grid.py,test_python,research_backtest,active,research/backtest test: test_volume_breakout_buy_signal_grid,,
tests/test_volume_breakout_tdcc_buy_signal_grid.py,test_python,research_backtest,active,research/backtest test: test_volume_breakout_tdcc_buy_signal_grid,,
tests/test_model_operation_readiness.py,test_python,research_backtest,active,research/backtest test: test_model_operation_readiness,,
tests/test_no_conflict_markers.py,test_python,repo_infrastructure,active,repo infrastructure test: test_no_conflict_markers,,
tests/test_non_revenue_momentum_watch.py,test_python,daily_production,active,daily production test: test_non_revenue_momentum_watch,,
tests/test_pdf_production_inventory.py,test_python,repo_infrastructure,active,repo infrastructure test: test_pdf_production_inventory,,
tests/test_repo_code_isolation_policy.py,test_python,repo_infrastructure,active,repo infrastructure test: test_repo_code_isolation_policy,,
tests/test_repo_advanced_integrity.py,test_python,repo_infrastructure,active,repo advanced integrity gate test,,
tests/test_repo_advanced_integrity_pr_safe.py,test_python,repo_infrastructure,active,PR-safe advanced-integrity readiness and strict-surface regression tests,,
tests/test_repo_file_lifecycle_inventory.py,test_python,repo_infrastructure,active,repo file lifecycle inventory gate test,,
tests/test_repo_hidden_coupling_audit.py,test_python,repo_infrastructure,active,repo hidden coupling audit registry gate test,,
tests/test_git_worktree_safety.py,test_python,repo_infrastructure,active,Git ref transition audit and guarded worktree materialization regression tests,.github/workflows/daily_model_maintenance_pr_validation.yml,
tests/test_workspace_cleanup_policy.py,test_python,repo_infrastructure,active,workspace cleanup policy test,,
tests/test_repo_production_inventory.py,test_python,repo_infrastructure,active,repo infrastructure test: test_repo_production_inventory,,
tests/test_repo_semantic_integrity.py,test_python,repo_infrastructure,active,repo semantic integrity gate test,,
tests/test_stock_model_contract_registry.py,test_python,repo_infrastructure,active,stock model contract registry test,,
tests/test_stock_price_history_incremental.py,test_python,official_price_data,active,official price data test: test_stock_price_history_incremental,,
tests/test_stock_theme_manual_import.py,test_python,daily_production,active,daily production test: test_stock_theme_manual_import,,
tests/test_stock_theme_taxonomy.py,test_python,daily_production,active,daily production test: test_stock_theme_taxonomy,,
tests/test_tdcc_monthly_history_gap_repair.py,test_python,tdcc_weekly,active,TDCC monthly history gap repair test,,
tests/test_tdcc_chatgpt_tracking_outputs.py,test_python,tdcc_weekly,active,TDCC weekly/holder-flow test: test_tdcc_chatgpt_tracking_outputs,,
