lineage_id,field_name,model_family,artifact_path,artifact_role,producer,identity_columns,as_of_columns,canonical_source_artifact,allowed_consumer_modules,allowed_use,forbidden_use,collision_policy,parity_policy,contract_sha256,last_migration_id,approval_reference,required_validation_commands,notes
model_rank__formal_report_current,model_rank,volume_v2_formal_score_rank_current,output/latest/daily_candidate_model_signals_for_report_latest.csv,formal_projection,scripts/build_daily_candidate_model_layer.py,signal_date;report_line;source_row_index;stock_id;model_id,signal_date,output/latest/daily_candidate_model_signals_latest.csv,scripts/audit_daily_candidate_pipeline_integrity.py;scripts/build_daily_report_model_summary.py;scripts/build_daily_volume_breakout_operation_section.py;scripts/build_volume_v2_warrant_lineage_history_audit.py;scripts/generate_chatgpt_side_daily_reports.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_daily_candidate_model_layer.py;scripts/validate_volume_v2_warrant_lineage_history_audit.py;scripts/validate_daily_warrant_formal_sync_scope.py;scripts/validate_daily_canonical_field_lineage.py,volume_v2_scoped_formal_report_score_and_rank,candidate_reconstruction_or_advisory_watch_fallback,registered_projection_only,raw_to_report_exact_model_rank_parity,3f8f3846fcfe302d02e50a5dc255dee5f62815748be9dbeb053e25e36a927f5f,canonical_field_consumer_hardening_20260718,user_requested_formal_lineage_hardening_20260718,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_daily_warrant_formal_sync_scope.py;python -m pytest tests/test_daily_canonical_field_lineage.py,Volume-v2 scope only; report model_rank exactly mirrors formal raw rank.
model_rank__formal_report_history,model_rank,volume_v2_formal_score_rank_history,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_*.csv,historical_formal_projection,scripts/update_daily_published_model_snapshots.py,signal_date;report_line;source_row_index;stock_id;model_id,signal_date,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_*.csv,scripts/build_daily_published_snapshot_ranking_backtest.py;scripts/validate_daily_published_snapshot_ranking_backtest.py;scripts/build_daily_volume_breakout_operation_section.py;scripts/build_volume_v2_warrant_lineage_history_audit.py;scripts/validate_volume_v2_warrant_lineage_history_audit.py;scripts/validate_daily_warrant_formal_sync_scope.py;scripts/validate_daily_canonical_field_lineage.py,volume_v2_scoped_immutable_historical_formal_rank_audit,rewrite_or_promote_from_superseded_history,immutable_historical_audit_only,paired_historical_formal_model_rank_parity,48d10b85d96a248df5f5134629cffb4dd410e85bd402ddf240439a30b9312cf9,daily_published_ranking_validator_history_consumers_20260720,user_selected_option_1_daily_snapshot_revision_lineage_20260720,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_daily_published_snapshot_ranking_backtest.py;python scripts/validate_daily_warrant_formal_sync_scope.py;python -m pytest tests/test_daily_canonical_field_lineage.py,Volume-v2 scope only; historical formal model_rank remains immutable paired audit evidence; independent ranking validator replays immutable score and rank lineage.
final_rank_score__operation_history,final_rank_score,volume_v2_formal_operation_history,output/history/daily_model_snapshots/daily_volume_breakout_operation_section_*.csv,historical_operation_projection,scripts/update_daily_published_model_snapshots.py,operation_asof_date;pdf_view;pdf_section;stock_id;model_id,operation_asof_date,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_*.csv,scripts/build_daily_volume_breakout_operation_section.py;scripts/validate_daily_volume_breakout_operation_section.py;scripts/validate_daily_canonical_field_lineage.py,volume_v2_scoped_immutable_operation_score_lineage,rewrite_history_or_advisory_score_reconstruction,immutable_historical_audit_only,historical_operation_final_rank_score_exact_snapshot_lineage,1af7595b3ccf65d0f83af22c9a6b987ef1c3417e7f7a223464cc8933bd712393,canonical_field_consumer_hardening_20260718,user_requested_formal_lineage_hardening_20260718,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_daily_volume_breakout_operation_section.py;python -m pytest tests/test_daily_canonical_field_lineage.py,Volume-v2 operation history final_rank_score is an immutable published snapshot field.
candidate_source_raw_stock_id__all_candidates_current,candidate_source_raw_stock_id,volume_v2_candidate_source_identity_current,output/latest/all_candidates_latest.csv,canonical_source_identity_projection,build_all_candidates_latest.py,candidate_source_artifact;candidate_source_record_number;candidate_source_normalized_stock_id;candidate_source_row_sha256,signal_date,output/latest/all_candidates_latest.csv,merge_warrant_flow_into_candidates.py;scripts/apply_revenue_industry_applicability.py;scripts/apply_fundamental_catalyst_layer.py;scripts/build_candidate_repeat_appearance.py;scripts/build_daily_theme_leadership_layer.py;scripts/build_daily_candidate_model_layer.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_daily_canonical_field_lineage.py,immutable_source_row_trace_and_volume_v2_identity_resolution,category_precedence_field_union_model_gate_score_or_rank,candidate_source_row_id_unique_and_strict_equity_normalization,raw_to_normalized_stock_id_trace,a4be7e169f127f6dd5cd04917e0e8c48531a4a117c5a645d60fd70b0328ba6dc,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,Every original category row remains separate; source identity cannot choose a business-semantic winner. The five Daily Full Pipeline in-place writers are registered as allowed mirrors and must preserve all nine source identity fields unchanged.
candidate_source_normalized_stock_id__all_candidates_current,candidate_source_normalized_stock_id,volume_v2_candidate_source_identity_current,output/latest/all_candidates_latest.csv,canonical_source_identity_projection,build_all_candidates_latest.py,candidate_source_artifact;candidate_source_record_number;candidate_source_normalized_stock_id;candidate_source_row_sha256,signal_date,output/latest/all_candidates_latest.csv,merge_warrant_flow_into_candidates.py;scripts/apply_revenue_industry_applicability.py;scripts/apply_fundamental_catalyst_layer.py;scripts/build_candidate_repeat_appearance.py;scripts/build_daily_theme_leadership_layer.py;scripts/build_daily_candidate_model_layer.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_daily_canonical_field_lineage.py,immutable_source_row_trace_and_volume_v2_identity_resolution,category_precedence_field_union_model_gate_score_or_rank,candidate_source_row_id_unique_and_strict_equity_normalization,exact_stock_id_normalization_parity,56edda9069797617e4420cfe2184ad86ce0bf421149a5bc4260ca2ff9abb1d6b,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,Every original category row remains separate; source identity cannot choose a business-semantic winner. The five Daily Full Pipeline in-place writers are registered as allowed mirrors and must preserve all nine source identity fields unchanged.
candidate_source_identity_columns__all_candidates_current,candidate_source_identity_columns,volume_v2_candidate_source_identity_current,output/latest/all_candidates_latest.csv,canonical_source_identity_projection,build_all_candidates_latest.py,candidate_source_artifact;candidate_source_record_number;candidate_source_normalized_stock_id;candidate_source_row_sha256,signal_date,output/latest/all_candidates_latest.csv,merge_warrant_flow_into_candidates.py;scripts/apply_revenue_industry_applicability.py;scripts/apply_fundamental_catalyst_layer.py;scripts/build_candidate_repeat_appearance.py;scripts/build_daily_theme_leadership_layer.py;scripts/build_daily_candidate_model_layer.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_daily_canonical_field_lineage.py,immutable_source_row_trace_and_volume_v2_identity_resolution,category_precedence_field_union_model_gate_score_or_rank,candidate_source_row_id_unique_and_strict_equity_normalization,raw_identity_column_names_complete,d1e9abffc713201abae89386ee1dacabfd17e835dff095636cb80e9246f4683c,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,Every original category row remains separate; source identity cannot choose a business-semantic winner. The five Daily Full Pipeline in-place writers are registered as allowed mirrors and must preserve all nine source identity fields unchanged.
candidate_source_artifact__all_candidates_current,candidate_source_artifact,volume_v2_candidate_source_identity_current,output/latest/all_candidates_latest.csv,canonical_source_identity_projection,build_all_candidates_latest.py,candidate_source_artifact;candidate_source_record_number;candidate_source_normalized_stock_id;candidate_source_row_sha256,signal_date,output/latest/all_candidates_latest.csv,merge_warrant_flow_into_candidates.py;scripts/apply_revenue_industry_applicability.py;scripts/apply_fundamental_catalyst_layer.py;scripts/build_candidate_repeat_appearance.py;scripts/build_daily_theme_leadership_layer.py;scripts/build_daily_candidate_model_layer.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_daily_canonical_field_lineage.py,immutable_source_row_trace_and_volume_v2_identity_resolution,category_precedence_field_union_model_gate_score_or_rank,candidate_source_row_id_unique_and_strict_equity_normalization,configured_source_artifact_exact_path,2e77458b2300fed91057858b16ea797747df5c7cec62b8492151b614b5b2ecfa,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,Every original category row remains separate; source identity cannot choose a business-semantic winner. The five Daily Full Pipeline in-place writers are registered as allowed mirrors and must preserve all nine source identity fields unchanged.
candidate_source_producer__all_candidates_current,candidate_source_producer,volume_v2_candidate_source_identity_current,output/latest/all_candidates_latest.csv,canonical_source_identity_projection,build_all_candidates_latest.py,candidate_source_artifact;candidate_source_record_number;candidate_source_normalized_stock_id;candidate_source_row_sha256,signal_date,output/latest/all_candidates_latest.csv,merge_warrant_flow_into_candidates.py;scripts/apply_revenue_industry_applicability.py;scripts/apply_fundamental_catalyst_layer.py;scripts/build_candidate_repeat_appearance.py;scripts/build_daily_theme_leadership_layer.py;scripts/build_daily_candidate_model_layer.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_daily_canonical_field_lineage.py,immutable_source_row_trace_and_volume_v2_identity_resolution,category_precedence_field_union_model_gate_score_or_rank,candidate_source_row_id_unique_and_strict_equity_normalization,registered_source_artifact_producer_exact,64eb50d23e04ce69f6d8ef76e9e909416cf4c8041d04896e2c62faf75ff6afd7,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,Every original category row remains separate; source identity cannot choose a business-semantic winner. The five Daily Full Pipeline in-place writers are registered as allowed mirrors and must preserve all nine source identity fields unchanged.
candidate_source_artifact_sha256__all_candidates_current,candidate_source_artifact_sha256,volume_v2_candidate_source_identity_current,output/latest/all_candidates_latest.csv,canonical_source_identity_projection,build_all_candidates_latest.py,candidate_source_artifact;candidate_source_record_number;candidate_source_normalized_stock_id;candidate_source_row_sha256,signal_date,output/latest/all_candidates_latest.csv,merge_warrant_flow_into_candidates.py;scripts/apply_revenue_industry_applicability.py;scripts/apply_fundamental_catalyst_layer.py;scripts/build_candidate_repeat_appearance.py;scripts/build_daily_theme_leadership_layer.py;scripts/build_daily_candidate_model_layer.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_daily_canonical_field_lineage.py,immutable_source_row_trace_and_volume_v2_identity_resolution,category_precedence_field_union_model_gate_score_or_rank,candidate_source_row_id_unique_and_strict_equity_normalization,raw_source_artifact_sha256_exact,bc593a43b1506b34d30deb6ba746b7288884cd28b6f620f8fe0e80ac267c3c1e,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,Every original category row remains separate; source identity cannot choose a business-semantic winner. The five Daily Full Pipeline in-place writers are registered as allowed mirrors and must preserve all nine source identity fields unchanged.
candidate_source_record_number__all_candidates_current,candidate_source_record_number,volume_v2_candidate_source_identity_current,output/latest/all_candidates_latest.csv,canonical_source_identity_projection,build_all_candidates_latest.py,candidate_source_artifact;candidate_source_record_number;candidate_source_normalized_stock_id;candidate_source_row_sha256,signal_date,output/latest/all_candidates_latest.csv,merge_warrant_flow_into_candidates.py;scripts/apply_revenue_industry_applicability.py;scripts/apply_fundamental_catalyst_layer.py;scripts/build_candidate_repeat_appearance.py;scripts/build_daily_theme_leadership_layer.py;scripts/build_daily_candidate_model_layer.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_daily_canonical_field_lineage.py,immutable_source_row_trace_and_volume_v2_identity_resolution,category_precedence_field_union_model_gate_score_or_rank,candidate_source_row_id_unique_and_strict_equity_normalization,source_csv_record_number_exact,50899dd641849eaefe553b753a559895bb01ab2e89b5ee386302a4f01be5aaae,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,Every original category row remains separate; source identity cannot choose a business-semantic winner. The five Daily Full Pipeline in-place writers are registered as allowed mirrors and must preserve all nine source identity fields unchanged.
candidate_source_row_sha256__all_candidates_current,candidate_source_row_sha256,volume_v2_candidate_source_identity_current,output/latest/all_candidates_latest.csv,canonical_source_identity_projection,build_all_candidates_latest.py,candidate_source_artifact;candidate_source_record_number;candidate_source_normalized_stock_id;candidate_source_row_sha256,signal_date,output/latest/all_candidates_latest.csv,merge_warrant_flow_into_candidates.py;scripts/apply_revenue_industry_applicability.py;scripts/apply_fundamental_catalyst_layer.py;scripts/build_candidate_repeat_appearance.py;scripts/build_daily_theme_leadership_layer.py;scripts/build_daily_candidate_model_layer.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_daily_canonical_field_lineage.py,immutable_source_row_trace_and_volume_v2_identity_resolution,category_precedence_field_union_model_gate_score_or_rank,candidate_source_row_id_unique_and_strict_equity_normalization,canonical_source_row_sha256_exact,5dddae29c0809c561e5f5ea0470557a5d77eec06fcec461862e784266387bc41,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,Every original category row remains separate; source identity cannot choose a business-semantic winner. The five Daily Full Pipeline in-place writers are registered as allowed mirrors and must preserve all nine source identity fields unchanged.
candidate_source_row_id__all_candidates_current,candidate_source_row_id,volume_v2_candidate_source_identity_current,output/latest/all_candidates_latest.csv,canonical_source_identity_projection,build_all_candidates_latest.py,candidate_source_artifact;candidate_source_record_number;candidate_source_normalized_stock_id;candidate_source_row_sha256,signal_date,output/latest/all_candidates_latest.csv,merge_warrant_flow_into_candidates.py;scripts/apply_revenue_industry_applicability.py;scripts/apply_fundamental_catalyst_layer.py;scripts/build_candidate_repeat_appearance.py;scripts/build_daily_theme_leadership_layer.py;scripts/build_daily_candidate_model_layer.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_daily_canonical_field_lineage.py,immutable_source_row_trace_and_volume_v2_identity_resolution,category_precedence_field_union_model_gate_score_or_rank,candidate_source_row_id_unique_and_strict_equity_normalization,artifact_sha_record_normalized_stock_row_sha_composite_unique,0c56c4a0168e505ba6496c98e8e8189b12dfea46e0bef465a8c7932171c41781,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,Every original category row remains separate; source identity cannot choose a business-semantic winner. The five Daily Full Pipeline in-place writers are registered as allowed mirrors and must preserve all nine source identity fields unchanged.
candidate_source_row_ids__formal_raw_current,candidate_source_row_ids,volume_v2_candidate_resolution_formal_current,output/latest/daily_candidate_model_signals_latest.csv,formal_resolution_projection,scripts/build_daily_candidate_model_layer.py,signal_date;report_bucket;source_row_index;stock_id;model_id,signal_date,output/latest/all_candidates_latest.csv,scripts/build_daily_report_model_summary.py;scripts/build_daily_volume_breakout_operation_section.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_daily_canonical_field_lineage.py,producer_runtime_per_source_parity_and_current_source_membership_order_hash_crosswalk_self_hash_audit_only,model_gate_score_rank_or_operation_semantics_change,multi_source_outcome_and_presentation_exact_parity,producer_runtime_per_source_parity_plus_current_source_membership_order_hash_crosswalk_and_outcome_presentation_self_hash_validation_candidate_source_row_ids,384dcf091bf049421cce48fbfcb5c84ee8414a492254a9de586cbf7c6e127770,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,Producer runtime enforces per-source outcome and presentation parity; validators prove current source membership/order/hash crosswalk and outcome/presentation self-hash consistency. Current descriptor source hashes are also checked against current watch/taxonomy payloads; no independent scorer or presentation-semantic replay is claimed.
candidate_source_row_sha256s__formal_raw_current,candidate_source_row_sha256s,volume_v2_candidate_resolution_formal_current,output/latest/daily_candidate_model_signals_latest.csv,formal_resolution_projection,scripts/build_daily_candidate_model_layer.py,signal_date;report_bucket;source_row_index;stock_id;model_id,signal_date,output/latest/all_candidates_latest.csv,scripts/build_daily_report_model_summary.py;scripts/build_daily_volume_breakout_operation_section.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_daily_canonical_field_lineage.py,producer_runtime_per_source_parity_and_current_source_membership_order_hash_crosswalk_self_hash_audit_only,model_gate_score_rank_or_operation_semantics_change,multi_source_outcome_and_presentation_exact_parity,producer_runtime_per_source_parity_plus_current_source_membership_order_hash_crosswalk_and_outcome_presentation_self_hash_validation_candidate_source_row_sha256s,2bbcd79262d947d1f9f23509e096d6ef04f211cec3af2d418208699c5bec1b1b,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,Producer runtime enforces per-source outcome and presentation parity; validators prove current source membership/order/hash crosswalk and outcome/presentation self-hash consistency. Current descriptor source hashes are also checked against current watch/taxonomy payloads; no independent scorer or presentation-semantic replay is claimed.
candidate_source_categories__formal_raw_current,candidate_source_categories,volume_v2_candidate_resolution_formal_current,output/latest/daily_candidate_model_signals_latest.csv,formal_resolution_projection,scripts/build_daily_candidate_model_layer.py,signal_date;report_bucket;source_row_index;stock_id;model_id,signal_date,output/latest/all_candidates_latest.csv,scripts/build_daily_report_model_summary.py;scripts/build_daily_volume_breakout_operation_section.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_daily_canonical_field_lineage.py,producer_runtime_per_source_parity_and_current_source_membership_order_hash_crosswalk_self_hash_audit_only,model_gate_score_rank_or_operation_semantics_change,multi_source_outcome_and_presentation_exact_parity,producer_runtime_per_source_parity_plus_current_source_membership_order_hash_crosswalk_and_outcome_presentation_self_hash_validation_candidate_source_categories,2abee295039df44a255035e932a50fde00ff0e4a4547cfedc81916781024277b,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,Producer runtime enforces per-source outcome and presentation parity; validators prove current source membership/order/hash crosswalk and outcome/presentation self-hash consistency. Current descriptor source hashes are also checked against current watch/taxonomy payloads; no independent scorer or presentation-semantic replay is claimed.
candidate_formal_outcome_sha256__formal_raw_current,candidate_formal_outcome_sha256,volume_v2_candidate_resolution_formal_current,output/latest/daily_candidate_model_signals_latest.csv,formal_resolution_projection,scripts/build_daily_candidate_model_layer.py,signal_date;report_bucket;source_row_index;stock_id;model_id,signal_date,output/latest/all_candidates_latest.csv,scripts/build_daily_report_model_summary.py;scripts/build_daily_volume_breakout_operation_section.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_daily_canonical_field_lineage.py,producer_runtime_per_source_parity_and_current_source_membership_order_hash_crosswalk_self_hash_audit_only,model_gate_score_rank_or_operation_semantics_change,multi_source_outcome_and_presentation_exact_parity,producer_runtime_per_source_parity_plus_current_source_membership_order_hash_crosswalk_and_outcome_presentation_self_hash_validation_candidate_formal_outcome_sha256_with_exact_one_decimal_numeric_outcome_canonicalization,19d91b5a48de3dd9c0569f3d1efd4e6373aa7ec67ca4360656b86453777a58c4,volume_v2_formal_outcome_numeric_canonicalization_20260810,user_delegated_volume_v2_formal_outcome_sha_repair_20260810,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,"Producer runtime enforces per-source outcome and presentation parity; validators prove current source membership/order/hash crosswalk and outcome/presentation self-hash consistency. Current descriptor source hashes are also checked against current watch/taxonomy payloads; no independent scorer or presentation-semantic replay is claimed. Seven registered numeric outcome fields use exact one-decimal Decimal canonical text before hashing; invalid precision, scientific notation, non-finite values, and true score drift remain fail closed."
candidate_presentation_source_artifact__formal_raw_current,candidate_presentation_source_artifact,volume_v2_candidate_resolution_formal_current,output/latest/daily_candidate_model_signals_latest.csv,formal_resolution_projection,scripts/build_daily_candidate_model_layer.py,signal_date;report_bucket;source_row_index;stock_id;model_id,signal_date,output/latest/all_candidates_latest.csv,scripts/build_daily_report_model_summary.py;scripts/build_daily_volume_breakout_operation_section.py;scripts/update_daily_published_model_snapshots.py;scripts/validate_daily_canonical_field_lineage.py,producer_runtime_per_source_parity_and_current_source_membership_order_hash_crosswalk_self_hash_audit_only,raw_watch_or_taxonomy_payload_replay_or_model_gate_score_rank_presentation_reconstruction,multi_source_outcome_and_presentation_exact_parity,producer_runtime_per_source_parity_plus_current_source_membership_order_hash_crosswalk_and_outcome_presentation_self_hash_validation_candidate_presentation_source_artifact,1ed26c5a4a239b1037df73102380178992a73144680dacf4b02908a406532d80,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,Producer runtime enforces per-source outcome and presentation parity; validators prove current source membership/order/hash crosswalk and outcome/presentation self-hash consistency. Current descriptor source hashes are also checked against current watch/taxonomy payloads; no independent scorer or presentation-semantic replay is claimed.
candidate_presentation_source_artifact_sha256__formal_report_history,candidate_presentation_source_artifact_sha256,volume_v2_candidate_resolution_formal_history,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_*.csv,historical_formal_resolution_projection,scripts/update_daily_published_model_snapshots.py,signal_date;report_line;source_row_index;stock_id;model_id,signal_date,output/history/daily_model_snapshots/all_candidates_*.csv,scripts/validate_daily_canonical_field_lineage.py,candidate_snapshot_crosswalk_and_outcome_presentation_self_hash_audit_only,raw_watch_or_taxonomy_payload_replay_or_model_gate_score_rank_presentation_reconstruction,immutable_historical_audit_only,historical_candidate_snapshot_exact_crosswalk_and_self_hash_validation_candidate_presentation_source_artifact_sha256,8d06e09ec7f9a992629591a0b53d91c738a276d812e4e7c526ba0b10790d0402,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,"Historical report validators prove exact membership/order/hash crosswalk to the manifest-selected same-date all_candidates snapshot and outcome/presentation self-hash consistency. They do not independently replay scorer or presentation semantics, nor raw watch/taxonomy payloads."
candidate_presentation_source_row_sha256__formal_report_history,candidate_presentation_source_row_sha256,volume_v2_candidate_resolution_formal_history,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_*.csv,historical_formal_resolution_projection,scripts/update_daily_published_model_snapshots.py,signal_date;report_line;source_row_index;stock_id;model_id,signal_date,output/history/daily_model_snapshots/all_candidates_*.csv,scripts/validate_daily_canonical_field_lineage.py,candidate_snapshot_crosswalk_and_outcome_presentation_self_hash_audit_only,raw_watch_or_taxonomy_payload_replay_or_model_gate_score_rank_presentation_reconstruction,immutable_historical_audit_only,historical_candidate_snapshot_exact_crosswalk_and_self_hash_validation_candidate_presentation_source_row_sha256,03c534d4930e90ef1133d409ea3e5257d164f59dda40659c531a4a74e024273b,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_model_data_independence.py;python -m pytest tests/test_all_candidates_source_identity.py tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py,"Historical report validators prove exact membership/order/hash crosswalk to the manifest-selected same-date all_candidates snapshot and outcome/presentation self-hash consistency. They do not independently replay scorer or presentation semantics, nor raw watch/taxonomy payloads."
candidate_source_row_ids__formal_lifecycle_history,candidate_source_row_ids,volume_v2_candidate_resolution_lifecycle_history,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,formal_lifecycle_resolution_history,scripts/build_daily_candidate_model_layer.py,signal_date;report_bucket;stock_id;model_id,signal_date,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_*.csv,scripts/build_daily_volume_breakout_operation_section.py;scripts/validate_daily_canonical_field_lineage.py,lifecycle_same_date_report_parity_and_candidate_snapshot_crosswalk_self_hash_audit_only,model_gate_score_rank_or_operation_semantics_change,effective_volume_v2_formal_identity_unique,lifecycle_to_same_date_report_exact_candidate_source_row_ids_plus_candidate_snapshot_crosswalk_and_self_hash_validation,282820432b6e653e028e026cf17ae68fdb9d7c6dfbeb9472dc38c031a70f35be,volume_v2_candidate_projection_lineage_20260731,user_delegated_daily_model_2451_duplicate_normalization_repair_20260731,python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_daily_volume_breakout_operation_section.py;python -m pytest tests/test_daily_candidate_model_layer.py tests/test_daily_canonical_field_lineage.py tests/test_daily_volume_breakout_operation_section.py,Lifecycle lineage must exactly match the same-date immutable model_signals_for_report snapshot; validators also prove candidate-snapshot membership/order/hash crosswalk and outcome/presentation self-hash consistency. No independent scorer/presentation replay or raw watch/taxonomy payload replay is claimed.
